osm_id,name,description,category,amenity_type,access,capacity,rating,latitude,longitude
n63432409,Calvary Church of the Nazarene,,place_of_worship,place_of_worship,,,,38.8369415,-77.2299062
n258062657,Dunkin',,fast_food,fast_food,,,,38.787766,-77.3015064
n258062907,Cafe Rio,,restaurant,restaurant,,,,38.7869308,-77.2967576
n299794273,Duke Street Liberty,NO DIESEL,fuel,fuel,,,,38.8126769,-77.1258168
n299794335,Exxon,,fuel,fuel,,,,38.8175991,-77.1424937
n299794336,Sunoco,Store #0896047802,fuel,fuel,,,,38.8187069,-77.1436155
n299794459,Shell,,fuel,fuel,,,,38.8099812,-77.0506021
n299794479,Old Town Mart,NO DIESEL,fuel,fuel,,,,38.8139433,-77.0453786
n299794506,Shell,,fuel,fuel,,,,38.8132473,-77.0449183
n299794534,Liberty,,fuel,fuel,,,,38.812518,-77.044957
n299794542,Exxon,,fuel,fuel,,,,38.812123,-77.045106
n309522679,Sunoco,,fuel,fuel,,,,38.8964189,-77.0726392
n343312378,Shell,,fuel,fuel,,,,38.9239327,-77.2373506
n356560246,Bethlehem Church,,place_of_worship,place_of_worship,,,,38.7436754,-77.0816391
n356560706,Cedar Grove Cemetery,,grave_yard,grave_yard,,,,38.6856716,-77.1644247
n356560867,Church of the Good Shepherd,,place_of_worship,place_of_worship,,,,38.909278,-77.3016503
n356560873,Campbell Elementary School,,school,school,,,,38.8580033,-77.1257791
n356561422,Emmanuel Church,,place_of_worship,place_of_worship,,,,38.7370502,-77.0977752
n356561433,Engleside Church,,place_of_worship,place_of_worship,,,,38.7278236,-77.1206064
n356561699,Flint Hill Lower School,,school,school,,,,38.87926,-77.30709
n356561954,Truist,,bank,bank,,,,38.8171691,-77.2744893
n356562060,Greater Little Zion Church,,place_of_worship,place_of_worship,,,,38.8057205,-77.2976102
n356562282,Heritage Church,,place_of_worship,place_of_worship,,,,38.7251151,-77.0583105
n356562416,Holy Trinity Church,,place_of_worship,place_of_worship,,,,38.806737,-77.299258
n356562452,Hosley Memorial Chapel,,place_of_worship,place_of_worship,,,,38.7137921,-77.100393
n356563499,Mount Calvary Church,,place_of_worship,place_of_worship,,,,38.7776138,-77.0702555
n356563524,Mount Daniel Elementary School,,school,school,,,,38.89736,-77.18082
n356563752,Mount Vernon Church,,place_of_worship,place_of_worship,,,,38.7467811,-77.0638664
n356563988,New Mount Zoar Church,,place_of_worship,place_of_worship,,,,38.8309463,-77.3574859
n356564694,Plymouth Haven Church,,place_of_worship,place_of_worship,,,,38.7245595,-77.0588661
n356565328,Saint Aidans Episcopal Day School,,school,school,,,,38.72556,-77.06694
n356565345,Saint Bernadette School,,school,school,,,,38.77644,-77.20544
n356565395,Saint James Church,,place_of_worship,place_of_worship,,,,38.7086999,-77.1211212
n356565457,Saint Louis Elementary School,,school,school,,,,38.76424,-77.08185
n356565477,Saint Lukes Church,,place_of_worship,place_of_worship,,,,38.739657,-77.053824
n356565529,Saint Michael School,,school,school,,,,38.82239,-77.2002
n356565625,Saint Thomas More Cathedral School,,school,school,,,,38.8712235,-77.1043985
n356566036,Silverbrook Methodist Church,,place_of_worship,place_of_worship,,,,38.7256671,-77.2427556
n356566447,Tailwood School,,school,school,,,,38.8366646,-77.2972024
n356567277,Wesley Church,,place_of_worship,place_of_worship,,,,38.7288864,-77.1031018
n356567665,Woodlawn Church,,place_of_worship,place_of_worship,,,,38.7468918,-77.0819287
n356568582,Houston School,,school,school,,,,38.8126132,-77.0480325
n356568828,Kaye Kare Child Care,,school,school,,,,38.88388,-77.16809
n356569170,Parker Gray Middle School,,school,school,,,,38.8145599,-77.0510905
n356569279,Washington-Alexandria Architecture Center,,school,school,,,,38.8046886,-77.0509204
n356569300,William Ramsay Elementary School,,school,school,,,,38.8280804,-77.1314544
n356569450,Saint Josephs School,,school,school,,,,38.812568,-77.0463585
n356569473,Saint Mary's Catholic School,,school,school,,,,38.79515,-77.04676
n356569682,Foundation School of Alexandria,,school,school,,,,38.80724,-77.0879
n356569692,Suburban School,,school,school,,,,38.8234486,-77.0697558
n356569882,Virginia Theological Seminary,,school,school,,,,38.8204855,-77.0920724
n356580519,Browne Academy,,school,school,,,,38.789,-77.08399
n356580643,Powhatan Nursing Home,,nursing_home,nursing_home,,,,38.9063409,-77.1643641
n356580659,Chesterbrook Methodist Church,,place_of_worship,place_of_worship,,,,38.9218302,-77.1528807
n356580675,First Baptist Church,,place_of_worship,place_of_worship,,,,38.920389,-77.1552574
n356580682,The Vine Church,,place_of_worship,place_of_worship,,,,38.8891301,-77.2255434
n356580684,Dunn Loring Community Church,,place_of_worship,place_of_worship,,,,38.8916717,-77.2255831
n356580690,Holy Cross Episcopal Church,,place_of_worship,place_of_worship,,,,38.8915313,-77.2248724
n356580696,Peace Baptist Church,,place_of_worship,place_of_worship,,,,38.9026114,-77.2297038
n356580698,McLean Presbyterian Church,,place_of_worship,place_of_worship,,,,38.8842784,-77.1955364
n356580706,Korean Presbyterian Church,,place_of_worship,place_of_worship,,,,38.9406664,-77.1933137
n356580714,Church for All Peoples,,place_of_worship,place_of_worship,,,,38.8872638,-77.2402027
n356580749,Saint Josephs Convent Church,,place_of_worship,place_of_worship,,,,38.8903895,-77.1802583
n356580793,Town and Country School of Vienna,,school,school,,,,38.95833,-77.27769
n356580796,Dominion Christian School,,school,school,,,,38.9049013,-77.3254466
n356580806,Cartersville Baptist Church,,place_of_worship,place_of_worship,,,,38.9436082,-77.312167
n356580810,Church of the Nazarene,,place_of_worship,place_of_worship,,,,38.8887227,-77.2549824
n356580814,Church of the Holy Comforter,,place_of_worship,place_of_worship,,,,38.9150496,-77.2648449
n356580820,Unitarian Universalist Congregation of Fairfax,,place_of_worship,place_of_worship,,,,38.8929429,-77.3020959
n356580824,First Baptist Church,,place_of_worship,place_of_worship,,,,38.8999382,-77.2767783
n356580830,Oakton Church of the Brethren,,place_of_worship,place_of_worship,,,,38.8820562,-77.2927615
n356580841,Whole Word Fellowship,,place_of_worship,place_of_worship,,,,38.9049183,-77.3252597
n356580854,The United Church of Christ,,place_of_worship,place_of_worship,,,,38.9117779,-77.2488708
n356580862,Wesley United Methodist Church,,place_of_worship,place_of_worship,,,,38.8964175,-77.2568736
n356580881,Jefferson Manor Post Office,,post_office,post_office,,,,38.7907173,-77.0773718
n356580885,Bryant Alternative High School,,school,school,,,,38.76382,-77.07945
n356580889,Nazarene Church,,place_of_worship,place_of_worship,,,,38.7632439,-77.0865026
n356580891,Mount Vernon Methodist Church,,place_of_worship,place_of_worship,,,,38.7748339,-77.0659428
n356580895,Huntley Methodist Church,,place_of_worship,place_of_worship,,,,38.7652168,-77.0954346
n356580908,United Church of Christ,,place_of_worship,place_of_worship,,,,38.7851322,-77.0992482
n356580916,Arlington Forest United Methodist Church,,place_of_worship,place_of_worship,,,,38.8682541,-77.1124487
n356580937,Belle View Baptist Church,,place_of_worship,place_of_worship,,,,38.7562272,-77.0570702
n356580949,Calvary Presbyterian Church,,place_of_worship,place_of_worship,,,,38.7842183,-77.0786405
n356580959,Groveton Baptist Church,,place_of_worship,place_of_worship,,,,38.7757207,-77.0798796
n356580986,Bethlehem Lutheran Church,,place_of_worship,place_of_worship,,,,38.8395568,-77.2524829
n356580992,Baptist Fellowship Church,,place_of_worship,place_of_worship,,,,38.871501,-77.3297071
n356581004,Church of Nativity,,place_of_worship,place_of_worship,,,,38.7815024,-77.2785953
n356581008,Burke United Methodist Church,,place_of_worship,place_of_worship,,,,38.7839876,-77.2808898
n356581012,Burke Presbyterian Church,,place_of_worship,place_of_worship,,,,38.7980726,-77.3162761
n356581016,Fairfax Christian Church,,place_of_worship,place_of_worship,,,,38.8442792,-77.2999842
n356581023,First Church of God,,place_of_worship,place_of_worship,,,,38.8353109,-77.2621137
n356581027,Fairfax Baptist Temple and Academy,,place_of_worship,place_of_worship,,,,38.8183425,-77.2747073
n356581031,Kingdom Hall Jehovahs Witness Church,,place_of_worship,place_of_worship,,,,38.8617201,-77.3260045
n356581033,Oakton Methodist Church,,place_of_worship,place_of_worship,,,,38.8801119,-77.3013729
n356581037,Korean Church,,place_of_worship,place_of_worship,,,,38.8151385,-77.2733281
n356581041,The Church of Jesus Christ of Latter-day Saints,,place_of_worship,place_of_worship,,,,38.8234103,-77.3162763
n356581043,Lord of Life Lutheran Church,,place_of_worship,place_of_worship,,,,38.8126403,-77.276324
n356581045,Truro Episcopal Church,,place_of_worship,place_of_worship,,,,38.8476125,-77.3088734
n356581047,Providence Presbyterian Church,,place_of_worship,place_of_worship,,,,38.8388234,-77.2581867
n356581049,Seventh Day Adventist Church,,place_of_worship,place_of_worship,,,,38.8395809,-77.2552936
n356581051,Saint Stephen Methodist Church,,place_of_worship,place_of_worship,,,,38.8095574,-77.263039
n356581057,Saint Georges United Methodist Church,,place_of_worship,place_of_worship,,,,38.8240005,-77.3176691
n356581058,Salvation Army Church,,place_of_worship,place_of_worship,,,,38.8227551,-77.3165642
n356581074,Queen of Apostles Catholic School,,school,school,,,,38.8280261,-77.1422517
n356581092,Annandale United Methodist Church,,place_of_worship,place_of_worship,,,,38.8342793,-77.184981
n356581094,Capital Baptist Church,,place_of_worship,place_of_worship,,,,38.8485876,-77.2112579
n356581100,Annandale Church of Christ,,place_of_worship,place_of_worship,,,,38.821274,-77.2028176
n356581104,Bethel Gospel Church,,place_of_worship,place_of_worship,,,,38.7620583,-77.1597029
n356581108,Bruen Chapel Methodist Church,,place_of_worship,place_of_worship,,,,38.8667787,-77.2460935
n356581115,Braddock Hills Wesleyan Church,,place_of_worship,place_of_worship,,,,38.8120574,-77.1777588
n356581117,Braddock Baptist Church,,place_of_worship,place_of_worship,,,,38.8192796,-77.1641471
n356581119,Community Covenant Church,,place_of_worship,place_of_worship,,,,38.7629076,-77.2459606
n356581123,Church of Jesus Christ,,place_of_worship,place_of_worship,,,,38.7981687,-77.2263715
n356581133,Grace Lutheran Church,,place_of_worship,place_of_worship,,,,38.8573344,-77.1816473
n356581134,Friendship Methodist Church,,place_of_worship,place_of_worship,,,,38.8484456,-77.2069259
n356581136,First Baptist Church of Annandale,,place_of_worship,place_of_worship,,,,38.8331598,-77.190656
n356581138,First Baptist Church,,place_of_worship,place_of_worship,,,,38.8721549,-77.2261815
n356581144,Epworth Methodist Church,,place_of_worship,place_of_worship,,,,38.8495568,-77.1719249
n356581150,Franconia Alliance Church,,place_of_worship,place_of_worship,,,,38.7781692,-77.1466468
n356581156,First Baptist of Springfield Church,,place_of_worship,place_of_worship,,,,38.7794847,-77.1962584
n356581158,Grace Baptist Church,,place_of_worship,place_of_worship,,,,38.8286525,-77.1487354
n356581164,John Calvin Presbyterian Church,,place_of_worship,place_of_worship,,,,38.837057,-77.168036
n356581166,National Gardens Baptist Church,,place_of_worship,place_of_worship,,,,38.8715008,-77.2030367
n356581168,National Evangelical Free Church,,place_of_worship,place_of_worship,,,,38.8395569,-77.1949813
n356581169,Maranatha Baptist Church,,place_of_worship,place_of_worship,,,,38.8464399,-77.2015094
n356581172,The Church of Jesus Christ of Latter-day Saints,,place_of_worship,place_of_worship,,,,38.8383611,-77.1901181
n356581177,Mount Pleasant Baptist Church,,place_of_worship,place_of_worship,,,,38.8356584,-77.1576876
n356581179,The Church of Jesus Christ of Latter-day Saints,,place_of_worship,place_of_worship,,,,38.7645463,-77.2481756
n356581181,Parkwood Baptist Church,,place_of_worship,place_of_worship,,,,38.811224,-77.2480386
n356581183,Messiah United Methodist Church,,place_of_worship,place_of_worship,,,,38.7824141,-77.2348185
n356581187,Kirkwood Presbyterian Church,,place_of_worship,place_of_worship,,,,38.7823741,-77.230668
n356581189,Annandale United Methodist Church Immanual Campus,,place_of_worship,place_of_worship,,,,38.8266249,-77.2131071
n356581193,Hope Lutheran Church,,place_of_worship,place_of_worship,,,,38.8409458,-77.2022037
n356581197,Peace Evangelical Lutheran Church,,place_of_worship,place_of_worship,,,,38.829619,-77.1479511
n356581201,Lincolnia Methodist Church,,place_of_worship,place_of_worship,,,,38.8184462,-77.1458133
n356581203,Mount Calvary Community Church,,place_of_worship,place_of_worship,,,,38.7703916,-77.153036
n356581207,Saint Matthews Methodist Church,,place_of_worship,place_of_worship,,,,38.8367396,-77.2439829
n356581215,Saint Patricks Church,,place_of_worship,place_of_worship,,,,38.8577943,-77.1893136
n356581228,Prince of Peace Church,,place_of_worship,place_of_worship,,,,38.7809276,-77.2308097
n356581234,Saint Barnabas Episcopal Church,,place_of_worship,place_of_worship,,,,38.8196399,-77.2031877
n356581238,Saint Christophers Episcopal Church,,place_of_worship,place_of_worship,,,,38.7795851,-77.1953626
n356581250,Springfield Christian Science Church,,place_of_worship,place_of_worship,,,,38.7670888,-77.1838708
n356581252,Springfield United Methodist Church,,place_of_worship,place_of_worship,,,,38.7612249,-77.1885928
n356581256,Westwood Baptist Church,,place_of_worship,place_of_worship,,,,38.7810276,-77.228329
n356581273,Fairfax Baptist Temple Academy,,school,school,,,,38.777607,-77.3011673
n356581279,Bethany Lutheran Church,,place_of_worship,place_of_worship,,,,38.7700367,-77.074914
n356581281,Bethel Baptist Church,,place_of_worship,place_of_worship,,,,38.9467581,-77.2603977
n356581329,Fairwood Freewill Baptist Church,,place_of_worship,place_of_worship,,,,38.7807139,-77.3262888
n356581342,Groveton-Bryant Adult Center,,school,school,,,,38.7637251,-77.0797002
n356581357,Jerusalem Baptist Church,,place_of_worship,place_of_worship,,,,38.8099113,-77.3265799
n356581370,Fairfax County Police Range,,school,school,,,,38.8109467,-77.3480413
n356581376,Pearson Church,,place_of_worship,place_of_worship,,,,38.7790451,-77.2918777
n356581426,Community Based Education School,,school,school,,,,38.8571462,-77.2017258
n356586218,Vienna Post Office,,post_office,post_office,,,,38.9003892,-77.2688716
n356586225,Merrifield Post Office,,post_office,post_office,,,,38.8726268,-77.2347682
n356586240,Dunn Loring Post Office,,post_office,post_office,,,,38.8976115,-77.2249815
n356586254,Arlington Central Post Office,,post_office,post_office,,,,38.8737605,-77.1041553
n356586273,Fairfax Station Post Office,,post_office,post_office,,,,38.8020387,-77.3265319
n356586280,Falls Church Post Office,,post_office,post_office,,,,38.8550951,-77.1391188
n356586282,Seven Corners Post Office,,post_office,post_office,,,,38.8668732,-77.1508534
n356586283,North Springfield Post Office,,post_office,post_office,,,,38.8089196,-77.2221018
n356586286,West Springfield Post Office,,post_office,post_office,,,,38.7823356,-77.2366497
n356588852,Potomac Post Office,,post_office,post_office,,,,38.8237601,-77.0584095
n356588854,Envoy of Alexandria,,nursing_home,nursing_home,,,,38.8270055,-77.0755786
n356588863,Fairlington Post Office,,post_office,post_office,,,,38.8292559,-77.0927431
n356588875,Meade Memorial Episcopal Church,,place_of_worship,place_of_worship,,,,38.808419,-77.0487982
n356588897,Saint Pauls Episcopal Church,,place_of_worship,place_of_worship,,,,38.8028911,-77.0449769
n356588904,Russell Temple Christian Methodist Episcopal Church,,place_of_worship,place_of_worship,,,,38.8109466,-77.0499771
n356588908,Roberts Memorial United Methodist Church,,place_of_worship,place_of_worship,,,,38.7990024,-77.0480325
n356588928,Allyene Zion African Methodist Episcopal Church,,place_of_worship,place_of_worship,,,,38.8063156,-77.0554743
n356588940,Duke Street Baptist Church,,place_of_worship,place_of_worship,,,,38.8124617,-77.1071252
n356588941,Del Ray United Methodist Church,,place_of_worship,place_of_worship,,,,38.8246869,-77.0597988
n356588945,King Street Church,,place_of_worship,place_of_worship,,,,38.818171,-77.0772024
n356588949,Downtown Baptist Church,,place_of_worship,place_of_worship,,,,38.8032908,-77.0470936
n356588986,Trade Center Post Office,,post_office,post_office,,,,38.8073898,-77.12444
n356589718,WFAX-AM (Falls Church),,studio,studio,,,,38.8797005,-77.1716481
n356599702,Kerrydale Elementary School,,school,school,,,,38.66788,-77.3450255
n356599792,Lake Ridge Baptist Church,,place_of_worship,place_of_worship,,,,38.6833245,-77.2751007
n356599794,Lake Ridge Elementary School,,school,school,,,,38.6958288,-77.31236
n356599838,Saint Matthews Lutheran Church,,place_of_worship,place_of_worship,,,,38.6850082,-77.3086836
n356599840,Springwoods Elementary School,,school,school,,,,38.68534,-77.32598
n356600073,Gooding Family Cemetery,,grave_yard,grave_yard,,,,38.8374549,-77.235609
n356600166,Community Baptist Church,,place_of_worship,place_of_worship,,,,38.7465032,-77.2958182
n356600169,Fairfax Grave,,grave_yard,grave_yard,,,,38.6806603,-77.1286588
n356600172,First Church of Christ,,place_of_worship,place_of_worship,,,,38.7337259,-77.0588661
n356600225,Lorton Post Office,,post_office,post_office,,,,38.7052097,-77.2083405
n356600270,Nativity Lutheran Church,,place_of_worship,place_of_worship,,,,38.7341946,-77.0561167
n356600276,Newington Post Office,,post_office,post_office,,,,38.7315495,-77.1888967
n356600314,Saint Aidans Episcopal Church,,place_of_worship,place_of_worship,,,,38.7253928,-77.0671997
n356600845,The Falls Church Churchyard,,grave_yard,grave_yard,,,,38.8812229,-77.1716469
n356600895,Birch-Campbell Graveyard,,grave_yard,grave_yard,,,,38.905308,-77.1268914
n356600907,Deuterman Family Graveyard,,grave_yard,grave_yard,,,,38.8515014,-77.0991451
n356600920,Children's House Montessori School,,kindergarten,kindergarten,,,,38.9014367,-77.1263517
n356600955,Syphax Family Graveyard,,grave_yard,grave_yard,,,,38.8701859,-77.0752586
n356604637,Bryant-Groveton Leaning Center,,school,school,,,,38.7638326,-77.0796304
n356604700,Springbank Arts Building,,arts_centre,arts_centre,,,,38.7734161,-77.0713533
n356604711,Leary School of Virginia,,school,school,,,,38.8280606,-77.1481556
n356605078,Antietam Elementary School,,school,school,,,,38.6938219,-77.2978532
n356605084,Old Bridge Elementary School,,school,school,,,,38.6826,-77.30523
n356605226,George Mason University Center for Social Science Research,,school,school,,,,38.8393639,-77.3114771
n356605227,The Greater Pentecostal Temple of Christ,,place_of_worship,place_of_worship,,,,38.83593,-77.31222
n356605840,Jordan Korean Baptist Church,,place_of_worship,place_of_worship,,,,38.7638729,-77.199951
n356605842,Korean Evangelical Church of Falls Church,,place_of_worship,place_of_worship,,,,38.848204,-77.202365
n356605845,Novahop,,place_of_worship,place_of_worship,,,,38.9052444,-77.3245442
n356605846,Living Savior Lutheran Church,,place_of_worship,place_of_worship,,,,38.8076702,-77.3272393
n356605853,Abiding Presence Lutheran Church,,place_of_worship,place_of_worship,,,,38.7801577,-77.277588
n356605859,All Nations Church of Washington,,place_of_worship,place_of_worship,,,,38.843687,-77.297766
n356605865,Antioch Korean Baptist Church,,place_of_worship,place_of_worship,,,,38.8281538,-77.1480171
n356605867,Bahai Faith of Northern Virginia,,place_of_worship,place_of_worship,,,,38.8013795,-77.1259746
n356605871,Bethel World Outreach Church,,place_of_worship,place_of_worship,,,,38.7325985,-77.1003664
n356605872,Bethlehem Baptist Church,,place_of_worship,place_of_worship,,,,38.7443727,-77.0810249
n356605876,Calvary Korean Baptist Church,,place_of_worship,place_of_worship,,,,38.7430831,-77.2430815
n356605877,Calvary Road Baptist Church,,place_of_worship,place_of_worship,,,,38.769129,-77.153462
n356605886,Christ House,,place_of_worship,place_of_worship,,,,38.8055447,-77.0545631
n356605893,Christian Science Reading Room,,place_of_worship,place_of_worship,,,,38.798294,-77.048012
n356605896,Christian Voice Church,,place_of_worship,place_of_worship,,,,38.8067482,-77.0497652
n356605902,Concilio Pentecostal Alfa and Omega,,place_of_worship,place_of_worship,,,,38.7998544,-77.1864912
n356605909,Northern Virginia ECK Center,,place_of_worship,place_of_worship,,,,38.8743206,-77.2427052
n356605910,Ekoji Buddhist Temple,,place_of_worship,place_of_worship,,,,38.774162,-77.3008483
n356605911,Emmanuel Lutheran Church,,place_of_worship,place_of_worship,,,,38.891509,-77.276953
n356605915,Faith Fellowship,,place_of_worship,place_of_worship,,,,38.745915,-77.148242
n356605916,Fellowship Baptist Church of West Springfield,,place_of_worship,place_of_worship,,,,38.789094,-77.242067
n356605919,First Vietnamese American United Methodist Church,,place_of_worship,place_of_worship,,,,38.8681466,-77.1124793
n356605922,Full Gospel Church of Washington,,place_of_worship,place_of_worship,,,,38.8315713,-77.1529415
n356605924,Gethsemane Church of God in Christ,,place_of_worship,place_of_worship,,,,38.8062411,-77.0524737
n356605927,Grace Ethiopian Church,,place_of_worship,place_of_worship,,,,38.7806383,-77.2307001
n356605933,Harvest Christian Fellowship Church,,place_of_worship,place_of_worship,,,,38.9534701,-77.3390248
n356605937,Highview Christian Fellowship Church,,place_of_worship,place_of_worship,,,,38.8358133,-77.2617602
n356605938,Holy Spirit Wesleyan Church,,place_of_worship,place_of_worship,,,,38.812277,-77.177699
n356605942,Iglesia Methodist United,,place_of_worship,place_of_worship,,,,38.849708,-77.171868
n356605945,Corpus Christi School,,school,school,,,,38.8571197,-77.1386446
n356605957,Seoul Presbyterian Church,,place_of_worship,place_of_worship,,,,38.778515,-77.328831
n356605959,Ship of Zion Baptist Church,,place_of_worship,place_of_worship,,,,38.7199,-77.1235
n356605966,Temple Bnai Shalom,,place_of_worship,place_of_worship,,,,38.7491,-77.2968
n356605972,Victory Temple Missionary Baptist Church,,place_of_worship,place_of_worship,,,,38.8067687,-77.0783173
n356605973,Vienna Assembly of God Church,,place_of_worship,place_of_worship,,,,38.9040678,-77.2679927
n356605975,Virginia Korean Baptist Church,,place_of_worship,place_of_worship,,,,38.75904,-77.308486
n356605994,Fairfax Surgical Center,,clinic,clinic,,,,38.8497291,-77.3154206
n356606000,Primera Iglesia Bautista de Groveton,,place_of_worship,place_of_worship,,,,38.7759507,-77.0800379
n356606003,Grace Episcopal School,,school,school,,,,38.8372523,-77.0644923
n356606005,Leary School,,school,school,,,,38.8279046,-77.1483687
n356606008,Living Savior Lutheran Church Preschool,,school,school,,,,38.8079324,-77.327501
n356606009,Lord of Life Preschool,,school,school,,,,38.8128795,-77.2766251
n356606027,Buckingham Post Office,,post_office,post_office,,,,38.873561,-77.1043897
n356606033,Springfield Post Office,,post_office,post_office,,,,38.773529,-77.185658
n356606035,West McLean Post Office,,post_office,post_office,,,,38.929402,-77.23759
n356606039,Aldersgate Methodist Church Day School,,school,school,,,,38.7326906,-77.057236
n356606040,Alexandria Friends School,,school,school,,,,38.8271473,-77.0652773
n356606044,Arlington United Methodist Church Preschool,,school,school,,,,38.864799,-77.093249
n356606054,Community Based Education Center,,school,school,,,,38.8574184,-77.2023786
n356606057,Del Ray Baptist Child Care Center,,childcare,childcare,,,,38.8275763,-77.0647469
n356606061,Emmanuel Episcopal Church Preschool,,school,school,,,,38.8203753,-77.0669693
n356606063,Fairfax United Methodist Preschool,,kindergarten,kindergarten,,,,38.8577099,-77.3036456
n356606066,Providence Weekday Preschool,,school,school,,,,38.9448539,-77.2562282
n356606068,Saint Georges United Methodist Church Preschool,,school,school,,,,38.8242294,-77.3180168
n356606078,Hope Montessori School,,school,school,,,,38.82433,-77.20214
n356606079,Falls Church Episcopal School,,school,school,,,,38.882975,-77.17087
n356606081,Lincolnia Private Day School,,school,school,,,,38.8317763,-77.1530309
n356606085,Elfland School,,school,school,,,,38.80031,-77.11127
n356606087,Oak Valley Center,,school,school,,,,38.8583066,-77.334102
n356606093,Saint Charles Elementary School,,school,school,,,,38.88542,-77.0991
n356606095,Olde Creek Special Education Center,,school,school,,,,38.8314567,-77.2765118
n356606097,Engleside Christian School,,school,school,,,,38.7280036,-77.1210516
n356606101,Groveton Center,,school,school,,,,38.7688328,-77.0950181
n356606102,Immanuel Christian School,,school,school,,,,38.8102965,-77.1852636
n356606104,Academy of Christian Education,,school,school,,,,38.9527183,-77.3415783
n356606109,Hunter Mill Montessori School,,school,school,,,,38.8926611,-77.3022798
n356606113,New Vista School,,school,school,,,,38.8685702,-77.1853973
n356606116,Little Acorn Patch,,school,school,,,,38.7811476,-77.2370583
n356606120,Woodlawn Gardens Nursery Kindergarten,,school,school,,,,38.7284373,-77.1119771
n356606123,Westminster School,,school,school,,,,38.8417,-77.19775
n356606127,Kenwood School,,school,school,,,,38.81577,-77.18488
n356606128,Saint Paul's Nursery And Day School,,school,school,,,,38.80332,-77.04486
n356606132,Brooksfield School,,school,school,,,,38.91674,-77.161156
n356606150,Embassy School,,school,school,,,,38.8927746,-77.0898515
n356606151,Grace Lutheran School,,school,school,,,,38.8572,-77.18127
n356606152,Nativity Catholic School,,school,school,,,,38.777243,-77.2801333
n356606154,Chesterbrook Montessori School,,school,school,,,,38.91367,-77.1348
n356606207,KinderCare,,kindergarten,kindergarten,,,,38.7986611,-77.314472
n356606259,Thornton Friends School,,school,school,,,,38.8207835,-77.0964018
n356606276,Chesapeake Academy,,school,school,,,,38.79826,-77.16998
n356606415,Franconia Child Development Center,,school,school,,,,38.7844806,-77.1375852
n356606417,Montessori School of Holmes Run-Upper School,,school,school,,,,38.84857,-77.20667
n356606421,University View Child Care Center,,school,school,,,,38.8223998,-77.3162046
n356606422,Prince of Peace Lutheran School,,school,school,,,,38.7810147,-77.230658
n356606425,Sunset Hills Montessori School Childrens House,,school,school,,,,38.9530383,-77.3392421
n356606432,Springs Montessori School,,school,school,,,,38.80549,-77.18511
n356606436,Trinity Christian School - Truro Campus,,school,school,,,,38.8477162,-77.3092362
n356606460,Word of Life Christian Academy,,school,school,,,,38.8080752,-77.1835372
n356606485,Columbia Baptist Child Development Center,,school,school,,,,38.8851053,-77.1670667
n356606487,Saint Coletta School,,school,school,,,,38.8046303,-77.0575284
n356606488,Truro Preschool and Kindergarten,,school,school,,,,38.8477825,-77.3090548
n356606493,Montessori School of Alexandria,,school,school,,,,38.7816,-77.08884
n356606630,Saint Clement Episcopal School,,school,school,,,,38.8324123,-77.0849523
n356606655,The Kellar School,,school,school,,,,38.8588473,-77.3322838
n356606656,Living Savior Preschool Kindergarten,,school,school,,,,38.8082042,-77.3277424
n356606796,Sunset Hills Montessori School,,school,school,,,,38.9345087,-77.3322013
n356606799,Trinity Christian School,,school,school,,,,38.8337366,-77.332533
n356606804,Oakton Arbor School,,school,school,,,,38.8458384,-77.2183181
n356606805,Bryant Head Start Program Alternative Center,,school,school,,,,38.7636344,-77.0795243
n356606810,Early Years Preschool New Beginnings at Cherrydale,,school,school,,,,38.9013353,-77.1028474
n356606813,Strayer University,,university,university,,,,38.8016439,-77.0800839
n367980885,Fairfax County Fire Chief,,fire_station,fire_station,,,,38.8435695,-77.3055156
n367981374,"Fairfax County Fire Station Number 23, West Annandale",,fire_station,fire_station,,,,38.8391833,-77.2519153
n367981383,City of Fairfax Fire Station Number 33,,fire_station,fire_station,,,,38.8617789,-77.2933172
n367981386,Fairfax County Fire and Rescue Headquarters,,fire_station,fire_station,,,,38.843406,-77.3079447
n367981415,"Fairfax County Fire Station Number 25, Reston",,fire_station,fire_station,,,,38.9509313,-77.3360313
n367981450,Alexandria Fire Station Company 206,,fire_station,fire_station,,,,38.8266405,-77.1086397
n367981454,"Fairfax County Fire Station Number 27, West Springfield",,fire_station,fire_station,,,,38.7835932,-77.2374177
n367981457,"Fairfax County Fire Station Number 30, Merrifield",,fire_station,fire_station,,,,38.8723508,-77.2482218
n367981459,"Fairfax County Fire Station Number 26, Edsall Road",,fire_station,fire_station,,,,38.805055,-77.171216
n367981468,"Fairfax County Fire Station Number 13, Dunn Loring",,fire_station,fire_station,,,,38.9025036,-77.2238258
n367981497,"Fairfax County Fire Station Number 29, Tysons Corner",,fire_station,fire_station,,,,38.9211111,-77.2394444
n367981543,"Fairfax County Fire Station Number 18, Jefferson",,fire_station,fire_station,,,,38.8658389,-77.1927901
n367981560,"Fairfax County Fire Station Number 2, Vienna",,fire_station,fire_station,,,,38.899218,-77.2612991
n367982149,Occoquan-Woodbridge-Lorton Volunteer Fire Department,,fire_station,fire_station,,,,38.6878274,-77.3137575
n367982406,"Fairfax County Fire Station Number 9, Mount Vernon",,fire_station,fire_station,,,,38.7427778,-77.0772222
